site,location,lcn1,lcn2,lcn3,lcn4,lcn5,lcn6,lcn7,lcn8,lcn9,lcn10,onward,
243,Site Name,851375000,851800000,855987500,858487500,,,,,,
14,Beach,851037500,851862500,852112500,852650000,853375000,853650000,851125000,852087500,852287500,853075000,853625000,853862500,
